citation,doi,url,summary_of_paper_topic,theme_name,theme_description
"Wube TB, Asgedom SG, Mengesha AG, Bekele YA, Gebrekirstos LG (2025) Behind the Healing: Exploring the Psychological Battles of Kidney Transplant Patients: A Qualitative Insight. Health Science Reports 8(2): e70511.",10.1002/hsr2.70511,https://pmc.ncbi.nlm.nih.gov/articles/PMC11850432/,Psychological experiences of kidney transplant recipients,Thankfulness,"Recipients expressed deep gratitude toward donors, health professionals, and all forms of support."
"Wube TB, Asgedom SG, Mengesha AG, Bekele YA, Gebrekirstos LG (2025) Behind the Healing: Exploring the Psychological Battles of Kidney Transplant Patients: A Qualitative Insight. Health Science Reports 8(2): e70511.",10.1002/hsr2.70511,https://pmc.ncbi.nlm.nih.gov/articles/PMC11850432/,Psychological experiences of kidney transplant recipients,Liberty From Dialysis,"Patients described freedom from pain, suffering, and financial burden caused by dialysis."
"Wube TB, Asgedom SG, Mengesha AG, Bekele YA, Gebrekirstos LG (2025) Behind the Healing: Exploring the Psychological Battles of Kidney Transplant Patients: A Qualitative Insight. Health Science Reports 8(2): e70511.",10.1002/hsr2.70511,https://pmc.ncbi.nlm.nih.gov/articles/PMC11850432/,Psychological experiences of kidney transplant recipients,Self-Efficacy,"Participants reported confidence in their ability to accomplish tasks, which was not the case before transplantation."
"Wube TB, Asgedom SG, Mengesha AG, Bekele YA, Gebrekirstos LG (2025) Behind the Healing: Exploring the Psychological Battles of Kidney Transplant Patients: A Qualitative Insight. Health Science Reports 8(2): e70511.",10.1002/hsr2.70511,https://pmc.ncbi.nlm.nih.gov/articles/PMC11850432/,Psychological experiences of kidney transplant recipients,Social Support and Social Bond,"Support they received from family, friends, and others played a significant role in recovery."
"Wube TB, Asgedom SG, Mengesha AG, Bekele YA, Gebrekirstos LG (2025) Behind the Healing: Exploring the Psychological Battles of Kidney Transplant Patients: A Qualitative Insight. Health Science Reports 8(2): e70511.",10.1002/hsr2.70511,https://pmc.ncbi.nlm.nih.gov/articles/PMC11850432/,Psychological experiences of kidney transplant recipients,Fear of the Future,"Concerns about transplant failure and what would happen to them and their donors."
"Wube TB, Asgedom SG, Mengesha AG, Bekele YA, Gebrekirstos LG (2025) Behind the Healing: Exploring the Psychological Battles of Kidney Transplant Patients: A Qualitative Insight. Health Science Reports 8(2): e70511.",10.1002/hsr2.70511,https://pmc.ncbi.nlm.nih.gov/articles/PMC11850432/,Psychological experiences of kidney transplant recipients,Dependency,"Feeling not able to contribute and relying financially on others for support."
"Wube TB, Asgedom SG, Mengesha AG, Bekele YA, Gebrekirstos LG (2025) Behind the Healing: Exploring the Psychological Battles of Kidney Transplant Patients: A Qualitative Insight. Health Science Reports 8(2): e70511.",10.1002/hsr2.70511,https://pmc.ncbi.nlm.nih.gov/articles/PMC11850432/,Psychological experiences of kidney transplant recipients,Feeling of Peculiarity,"Sense of being different and always on alert, unable to live like others."
"Wube TB, Asgedom SG, Mengesha AG, Bekele YA, Gebrekirstos LG (2025) Behind the Healing: Exploring the Psychological Battles of Kidney Transplant Patients: A Qualitative Insight. Health Science Reports 8(2): e70511.",10.1002/hsr2.70511,https://pmc.ncbi.nlm.nih.gov/articles/PMC11850432/,Psychological experiences of kidney transplant recipients,Regret,"Guilt over receiving kidneys from family members who would have lived like anyone else."
"Di Lorito C, Bosco A, Godfrey M, Dunlop M, Lock J, Pollock K, Harwood RH, van der Wardt V (2021) Mixed-Methods Study on Caregiver Strain, Quality of Life, and Perceived Health. Journal of Alzheimer's Disease 80(2): 799-811.",10.3233/JAD-201257,https://pmc.ncbi.nlm.nih.gov/articles/PMC8075381/,Dementia caregiver strain and quality of life,Social needs of caregivers,"Positive or negative social aspects of caring, such as expanding social contacts, social isolation and support from others."
"Di Lorito C, Bosco A, Godfrey M, Dunlop M, Lock J, Pollock K, Harwood RH, van der Wardt V (2021) Mixed-Methods Study on Caregiver Strain, Quality of Life, and Perceived Health. Journal of Alzheimer's Disease 80(2): 799-811.",10.3233/JAD-201257,https://pmc.ncbi.nlm.nih.gov/articles/PMC8075381/,Dementia caregiver strain and quality of life,Practical aspects of caring,"Positive or negative practical aspects of caring, such as improving caring skills, demands on time and space, and change of life plans."
"Di Lorito C, Bosco A, Godfrey M, Dunlop M, Lock J, Pollock K, Harwood RH, van der Wardt V (2021) Mixed-Methods Study on Caregiver Strain, Quality of Life, and Perceived Health. Journal of Alzheimer's Disease 80(2): 799-811.",10.3233/JAD-201257,https://pmc.ncbi.nlm.nih.gov/articles/PMC8075381/,Dementia caregiver strain and quality of life,Physical health and caring,"Positive or negative impact of caring on physical health, such as physical illness, exhaustion, tiredness and fatigue."
"Di Lorito C, Bosco A, Godfrey M, Dunlop M, Lock J, Pollock K, Harwood RH, van der Wardt V (2021) Mixed-Methods Study on Caregiver Strain, Quality of Life, and Perceived Health. Journal of Alzheimer's Disease 80(2): 799-811.",10.3233/JAD-201257,https://pmc.ncbi.nlm.nih.gov/articles/PMC8075381/,Dementia caregiver strain and quality of life,Emotional impact of the caring role,"Positive or negative feelings, including adjusting and accepting change, worry, stress, depression, anger, tension, desperation, fear, guilt, and sense of purpose."
"Salehi H, Mohammadi N, Ardebili ME, Manshadi SAD, Kalantari S (2023) Struggle against Bitter Life: Lived Experience of Iranian Nurses with HIV/AIDS. Maedica 18(2): 307-316.",10.26574/maedica.2023.18.2.307,https://pmc.ncbi.nlm.nih.gov/articles/PMC10427084/,Lived experience of Iranian nurses with HIV/AIDS,The past not passed,"Refers to the consequences of HIV/AIDS infection, which is always evident as an unfinished matter in the participants' lives."
"Salehi H, Mohammadi N, Ardebili ME, Manshadi SAD, Kalantari S (2023) Struggle against Bitter Life: Lived Experience of Iranian Nurses with HIV/AIDS. Maedica 18(2): 307-316.",10.26574/maedica.2023.18.2.307,https://pmc.ncbi.nlm.nih.gov/articles/PMC10427084/,Lived experience of Iranian nurses with HIV/AIDS,Immersed in the past,"Participants' memories of HIV infection were stored in their memory in a bothering way, which they retrieved and recalled with the slightest signs."
"Salehi H, Mohammadi N, Ardebili ME, Manshadi SAD, Kalantari S (2023) Struggle against Bitter Life: Lived Experience of Iranian Nurses with HIV/AIDS. Maedica 18(2): 307-316.",10.26574/maedica.2023.18.2.307,https://pmc.ncbi.nlm.nih.gov/articles/PMC10427084/,Lived experience of Iranian nurses with HIV/AIDS,Being out on feet,"Expresses the exhausting and toilsome conditions that the participants experienced in their lives due to AIDS infection."
"Salehi H, Mohammadi N, Ardebili ME, Manshadi SAD, Kalantari S (2023) Struggle against Bitter Life: Lived Experience of Iranian Nurses with HIV/AIDS. Maedica 18(2): 307-316.",10.26574/maedica.2023.18.2.307,https://pmc.ncbi.nlm.nih.gov/articles/PMC10427084/,Lived experience of Iranian nurses with HIV/AIDS,Depression and isolation,"Sensing despair in daily life pushed participants toward depression and isolation."
"Salehi H, Mohammadi N, Ardebili ME, Manshadi SAD, Kalantari S (2023) Struggle against Bitter Life: Lived Experience of Iranian Nurses with HIV/AIDS. Maedica 18(2): 307-316.",10.26574/maedica.2023.18.2.307,https://pmc.ncbi.nlm.nih.gov/articles/PMC10427084/,Lived experience of Iranian nurses with HIV/AIDS,Struggling against bitter life,"Refers to participants' struggle to change their lived atmosphere despite adversities."
"Salehi H, Mohammadi N, Ardebili ME, Manshadi SAD, Kalantari S (2023) Struggle against Bitter Life: Lived Experience of Iranian Nurses with HIV/AIDS. Maedica 18(2): 307-316.",10.26574/maedica.2023.18.2.307,https://pmc.ncbi.nlm.nih.gov/articles/PMC10427084/,Lived experience of Iranian nurses with HIV/AIDS,The emergence of passion for life,"Passions and daily personal reactions of participants to changing their lived atmosphere."
"Salehi H, Mohammadi N, Ardebili ME, Manshadi SAD, Kalantari S (2023) Struggle against Bitter Life: Lived Experience of Iranian Nurses with HIV/AIDS. Maedica 18(2): 307-316.",10.26574/maedica.2023.18.2.307,https://pmc.ncbi.nlm.nih.gov/articles/PMC10427084/,Lived experience of Iranian nurses with HIV/AIDS,Efforts to return,"Participants' activities and struggles to adapt with issues of AIDS through support-seeking."
"van Dongen L, Hafsteinsdottir TB, Parker E, Bjartmarz I, Hjaltadottir I, Jonsdottir H (2021) Stroke survivors' experiences with rebuilding life in the community and exercising at home: A qualitative study. Nursing Open 8(5): 2567-2577.",10.1002/nop2.788,https://pmc.ncbi.nlm.nih.gov/articles/PMC8363348/,Stroke survivors integrating exercise into daily life,Framing exercise within the context of everyday life,"Describes how stroke survivors integrate exercise in everyday activities with varying success and the social importance of exercising."
"van Dongen L, Hafsteinsdottir TB, Parker E, Bjartmarz I, Hjaltadottir I, Jonsdottir H (2021) Stroke survivors' experiences with rebuilding life in the community and exercising at home: A qualitative study. Nursing Open 8(5): 2567-2577.",10.1002/nop2.788,https://pmc.ncbi.nlm.nih.gov/articles/PMC8363348/,Stroke survivors integrating exercise into daily life,Managing the challenges of physical impairment,"Describes the taxing undertakings in daily living, loss of concentration and identity."
"van Dongen L, Hafsteinsdottir TB, Parker E, Bjartmarz I, Hjaltadottir I, Jonsdottir H (2021) Stroke survivors' experiences with rebuilding life in the community and exercising at home: A qualitative study. Nursing Open 8(5): 2567-2577.",10.1002/nop2.788,https://pmc.ncbi.nlm.nih.gov/articles/PMC8363348/,Stroke survivors integrating exercise into daily life,Long-term challenges of everyday life,"Describes how stroke survivors manage depression and live with a sense of uncertainty."
"Smissen D vd, Lugtenberg M, Enting M, Beerepoot L, Mols F, Brouwers E, Wasowicz D, Joosen M (2025) Getting back on track after treatment of cancer: A qualitative interview study of cancer survivors' experiences. PLOS ONE 20(1): e0313984.",10.1371/journal.pone.0313984,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0313984,Cancer survivors' experiences resuming life after treatment,Emotional fallout episode after treatment,"This episode was mostly temporary in nature, and its start varied from directly after the end of the primary treatment to when survivors resumed their daily life."
"Smissen D vd, Lugtenberg M, Enting M, Beerepoot L, Mols F, Brouwers E, Wasowicz D, Joosen M (2025) Getting back on track after treatment of cancer: A qualitative interview study of cancer survivors' experiences. PLOS ONE 20(1): e0313984.",10.1371/journal.pone.0313984,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0313984,Cancer survivors' experiences resuming life after treatment,Challenges with getting back on track,"Dealing with impaired physical, mental, and cognitive functions posed difficulties in getting back on track after treatment and resuming daily life."
"Smissen D vd, Lugtenberg M, Enting M, Beerepoot L, Mols F, Brouwers E, Wasowicz D, Joosen M (2025) Getting back on track after treatment of cancer: A qualitative interview study of cancer survivors' experiences. PLOS ONE 20(1): e0313984.",10.1371/journal.pone.0313984,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0313984,Cancer survivors' experiences resuming life after treatment,Coping with changes and regaining trust,"Survivors indicated having to deal with both self-imposed patient stigma as well as social patient stigma imposed by others."
"Smissen D vd, Lugtenberg M, Enting M, Beerepoot L, Mols F, Brouwers E, Wasowicz D, Joosen M (2025) Getting back on track after treatment of cancer: A qualitative interview study of cancer survivors' experiences. PLOS ONE 20(1): e0313984.",10.1371/journal.pone.0313984,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0313984,Cancer survivors' experiences resuming life after treatment,Re-evaluating values and goals in life health and work,"Survivors indicated to realize at some point after treatment that their life needed to be rearranged and would not be the same as before their disease."
"Popov J, Farbod Y, Chauhan U, Kalantar M, Hill L, Armstrong D, Halder S, Marshall JK, Moayyedi P, Kaasalainen S (2021) Patients' experiences and challenges in living with inflammatory bowel disease: A qualitative approach. Clinical and Experimental Gastroenterology 14: 123-131.",10.2147/CEG.S303688,https://pmc.ncbi.nlm.nih.gov/articles/PMC8088978/,IBD patients' psychological social and financial challenges,Awareness Factor,"The awareness factor was cited by participants as the biggest hurdle in living with IBD. This encompassed eliciting empathy and understanding from family members, teachers, and employers."
"Popov J, Farbod Y, Chauhan U, Kalantar M, Hill L, Armstrong D, Halder S, Marshall JK, Moayyedi P, Kaasalainen S (2021) Patients' experiences and challenges in living with inflammatory bowel disease: A qualitative approach. Clinical and Experimental Gastroenterology 14: 123-131.",10.2147/CEG.S303688,https://pmc.ncbi.nlm.nih.gov/articles/PMC8088978/,IBD patients' psychological social and financial challenges,Psychosocial Impacts,"Referred to feelings of being controlled by the disease, incontinence and shame, social isolation, need for emotional support, poor self-esteem, and the overall psychological burden of the disease."
"Popov J, Farbod Y, Chauhan U, Kalantar M, Hill L, Armstrong D, Halder S, Marshall JK, Moayyedi P, Kaasalainen S (2021) Patients' experiences and challenges in living with inflammatory bowel disease: A qualitative approach. Clinical and Experimental Gastroenterology 14: 123-131.",10.2147/CEG.S303688,https://pmc.ncbi.nlm.nih.gov/articles/PMC8088978/,IBD patients' psychological social and financial challenges,Financial Burden,"Included frustration with healthcare coverage, guilt associated with costly treatments, poor schedule flexibility with employment, and career sacrifices."
"Popov J, Farbod Y, Chauhan U, Kalantar M, Hill L, Armstrong D, Halder S, Marshall JK, Moayyedi P, Kaasalainen S (2021) Patients' experiences and challenges in living with inflammatory bowel disease: A qualitative approach. Clinical and Experimental Gastroenterology 14: 123-131.",10.2147/CEG.S303688,https://pmc.ncbi.nlm.nih.gov/articles/PMC8088978/,IBD patients' psychological social and financial challenges,Quality of Care,"Referred to misdiagnoses, accusations of attention-seeking behaviour, trust in healthcare providers, poor experiences with prior treatments, and the importance of self-advocacy."
"Adams K, Smith J, Brown M, Bird G, Waite P (2025) Experiences of interoception and anxiety in autistic adolescents: A reflexive thematic analysis. Autism 29(6): 1585-1596.",10.1177/13623613251314595,https://pmc.ncbi.nlm.nih.gov/articles/PMC12089679/,Interoception and anxiety in autistic adolescents,Interoceptive Awareness,"Reflects the degree to which participants reported being aware of interoceptive signals, which appeared to influence anxiety."
"Adams K, Smith J, Brown M, Bird G, Waite P (2025) Experiences of interoception and anxiety in autistic adolescents: A reflexive thematic analysis. Autism 29(6): 1585-1596.",10.1177/13623613251314595,https://pmc.ncbi.nlm.nih.gov/articles/PMC12089679/,Interoception and anxiety in autistic adolescents,Interoceptive Evaluation,"Refers to the interpretation of the interoceptive signals that participants were aware of, which appeared to exist along a spectrum."
"Adams K, Smith J, Brown M, Bird G, Waite P (2025) Experiences of interoception and anxiety in autistic adolescents: A reflexive thematic analysis. Autism 29(6): 1585-1596.",10.1177/13623613251314595,https://pmc.ncbi.nlm.nih.gov/articles/PMC12089679/,Interoception and anxiety in autistic adolescents,Situational Interoception,"Illustrates how both interoceptive awareness and evaluation were variable within as well as across participants."
"Howell DA, McCaughan D, Smith AG, Patmore R, Roman E (2022) Incurable but treatable: Understanding, uncertainty and impact in chronic blood cancers. PLOS ONE 17(2): e0263672.",10.1371/journal.pone.0263672,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0263672,Patient understanding and impact of chronic blood cancers,Knowledge and understanding of chronic blood cancers,"This theme contains five sub-themes that focus on patient knowledge, understanding and expectation regarding blood cancers."
"Howell DA, McCaughan D, Smith AG, Patmore R, Roman E (2022) Incurable but treatable: Understanding, uncertainty and impact in chronic blood cancers. PLOS ONE 17(2): e0263672.",10.1371/journal.pone.0263672,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0263672,Patient understanding and impact of chronic blood cancers,Incurable but treatable,"This theme focuses on the information provided by HCP to promote understanding among patients and families about the characteristics of chronic haematological malignancies."
"Howell DA, McCaughan D, Smith AG, Patmore R, Roman E (2022) Incurable but treatable: Understanding, uncertainty and impact in chronic blood cancers. PLOS ONE 17(2): e0263672.",10.1371/journal.pone.0263672,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0263672,Patient understanding and impact of chronic blood cancers,Uncertainty about the future,"Uncertainty generally pertained to the occurrence and timing of cancer progression, the need for treatment, and prognosis."
"Howell DA, McCaughan D, Smith AG, Patmore R, Roman E (2022) Incurable but treatable: Understanding, uncertainty and impact in chronic blood cancers. PLOS ONE 17(2): e0263672.",10.1371/journal.pone.0263672,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0263672,Patient understanding and impact of chronic blood cancers,Treatable (but still incurable): Impact on patients,"Having a treatable but incurable chronic haematological malignancy affected patients differently, with the diagnosis gaining or losing impact over time."
"Wilburn J, Twiss J, Kemp K, McKenna SP (2017) A qualitative study of the impact of Crohn's disease from a patient's perspective. Frontline Gastroenterology 8(1): 68-73.",10.1136/flgastro-2015-100678,https://pmc.ncbi.nlm.nih.gov/articles/PMC5369426/,Crohn's disease impact on patient quality of life,Nutrition,"An ambivalent relationship with food was described by interviewees; diets had become restricted with large meals replaced by small portions."
"Wilburn J, Twiss J, Kemp K, McKenna SP (2017) A qualitative study of the impact of Crohn's disease from a patient's perspective. Frontline Gastroenterology 8(1): 68-73.",10.1136/flgastro-2015-100678,https://pmc.ncbi.nlm.nih.gov/articles/PMC5369426/,Crohn's disease impact on patient quality of life,Hygiene,"Interviewees reported concerns over hygiene and carry deodorants, spare clothes and wipes, expressed feeling dirty with worry about smelling."
"Wilburn J, Twiss J, Kemp K, McKenna SP (2017) A qualitative study of the impact of Crohn's disease from a patient's perspective. Frontline Gastroenterology 8(1): 68-73.",10.1136/flgastro-2015-100678,https://pmc.ncbi.nlm.nih.gov/articles/PMC5369426/,Crohn's disease impact on patient quality of life,Continence,"CD meant that their life had to be planned around the location of toilets with constant worry about not making it to the toilet in time."
"Wilburn J, Twiss J, Kemp K, McKenna SP (2017) A qualitative study of the impact of Crohn's disease from a patient's perspective. Frontline Gastroenterology 8(1): 68-73.",10.1136/flgastro-2015-100678,https://pmc.ncbi.nlm.nih.gov/articles/PMC5369426/,Crohn's disease impact on patient quality of life,Freedom from infection,"Individuals reported feeling constantly ill and recovering slowly from minor illness, avoided people who appeared unwell."
"Wilburn J, Twiss J, Kemp K, McKenna SP (2017) A qualitative study of the impact of Crohn's disease from a patient's perspective. Frontline Gastroenterology 8(1): 68-73.",10.1136/flgastro-2015-100678,https://pmc.ncbi.nlm.nih.gov/articles/PMC5369426/,Crohn's disease impact on patient quality of life,Security,"Interviewees reported feeling vulnerable as a result of their illness and felt weaker than before."
"Wilburn J, Twiss J, Kemp K, McKenna SP (2017) A qualitative study of the impact of Crohn's disease from a patient's perspective. Frontline Gastroenterology 8(1): 68-73.",10.1136/flgastro-2015-100678,https://pmc.ncbi.nlm.nih.gov/articles/PMC5369426/,Crohn's disease impact on patient quality of life,Self-esteem,"Negative self-evaluations were expressed: doubted myself, I doubted my value, I doubted my worth, I doubted my capability."
"Wilburn J, Twiss J, Kemp K, McKenna SP (2017) A qualitative study of the impact of Crohn's disease from a patient's perspective. Frontline Gastroenterology 8(1): 68-73.",10.1136/flgastro-2015-100678,https://pmc.ncbi.nlm.nih.gov/articles/PMC5369426/,Crohn's disease impact on patient quality of life,Role,"Interviewees discussed how their role in life had altered, unable to provide for themselves, had to rely on children to help."
"Wilburn J, Twiss J, Kemp K, McKenna SP (2017) A qualitative study of the impact of Crohn's disease from a patient's perspective. Frontline Gastroenterology 8(1): 68-73.",10.1136/flgastro-2015-100678,https://pmc.ncbi.nlm.nih.gov/articles/PMC5369426/,Crohn's disease impact on patient quality of life,Attractiveness,"Participants experienced consciousness of their appearance, tried to cover up with loose-fitting clothes."
"Wilburn J, Twiss J, Kemp K, McKenna SP (2017) A qualitative study of the impact of Crohn's disease from a patient's perspective. Frontline Gastroenterology 8(1): 68-73.",10.1136/flgastro-2015-100678,https://pmc.ncbi.nlm.nih.gov/articles/PMC5369426/,Crohn's disease impact on patient quality of life,Relationships,"Interviewees reported being cautious about becoming emotionally close, strain on existing relationships, snap at people far too easily, cancelled arrangements."
"Wilburn J, Twiss J, Kemp K, McKenna SP (2017) A qualitative study of the impact of Crohn's disease from a patient's perspective. Frontline Gastroenterology 8(1): 68-73.",10.1136/flgastro-2015-100678,https://pmc.ncbi.nlm.nih.gov/articles/PMC5369426/,Crohn's disease impact on patient quality of life,Intimacy,"CD affected interviewees' intimacy with experiencing a loss of interest in sex, not having energy, feeling very tired, not wanting sex."
"Wilburn J, Twiss J, Kemp K, McKenna SP (2017) A qualitative study of the impact of Crohn's disease from a patient's perspective. Frontline Gastroenterology 8(1): 68-73.",10.1136/flgastro-2015-100678,https://pmc.ncbi.nlm.nih.gov/articles/PMC5369426/,Crohn's disease impact on patient quality of life,Clear-mindedness,"Interviewees described overwhelming preoccupation with condition, consumed by fact that whole life thinking about going to toilet, being in pain."
"Wilburn J, Twiss J, Kemp K, McKenna SP (2017) A qualitative study of the impact of Crohn's disease from a patient's perspective. Frontline Gastroenterology 8(1): 68-73.",10.1136/flgastro-2015-100678,https://pmc.ncbi.nlm.nih.gov/articles/PMC5369426/,Crohn's disease impact on patient quality of life,Pleasure,"CD took away their pleasure in life, tired all the time, unable to go on holidays, sense of humour has taken a wallop."
"Wilburn J, Twiss J, Kemp K, McKenna SP (2017) A qualitative study of the impact of Crohn's disease from a patient's perspective. Frontline Gastroenterology 8(1): 68-73.",10.1136/flgastro-2015-100678,https://pmc.ncbi.nlm.nih.gov/articles/PMC5369426/,Crohn's disease impact on patient quality of life,Autonomy,"Autonomy was important, feeling in control, independence are important needs, feeling alone, embarrassment, may not have control over bowel."
"Solberg B, Glavin K, Berg RC, Olsvold N (2022) Opening up a well of emotions: A qualitative study of men's emotional experiences in the transition to fatherhood. Nursing Open 10(4): 2282-2294.",10.1002/nop2.1482,https://pmc.ncbi.nlm.nih.gov/articles/PMC10006604/,Men's emotional experiences transitioning to fatherhood,From self-focus to family perspective,"The themes describe fathers' emotional process during the child's first year of life, ranging from positive feelings like affection and mastery, to challenging feelings like exclusion, jealousy and exhaustion."
"Solberg B, Glavin K, Berg RC, Olsvold N (2022) Opening up a well of emotions: A qualitative study of men's emotional experiences in the transition to fatherhood. Nursing Open 10(4): 2282-2294.",10.1002/nop2.1482,https://pmc.ncbi.nlm.nih.gov/articles/PMC10006604/,Men's emotional experiences transitioning to fatherhood,Emotional vulnerability,"The fathers also experienced great emotional strain in connection with their transition to fatherhood. They felt more sensitive and vulnerable than they had been previously."
"Solberg B, Glavin K, Berg RC, Olsvold N (2022) Opening up a well of emotions: A qualitative study of men's emotional experiences in the transition to fatherhood. Nursing Open 10(4): 2282-2294.",10.1002/nop2.1482,https://pmc.ncbi.nlm.nih.gov/articles/PMC10006604/,Men's emotional experiences transitioning to fatherhood,From insecurity to self-assurance,"During the child's first year of life, the fathers developed an increasing sense of self-assurance in their role, an enhanced sense of self and a growing bond with the child."
"Bower-Brown S (2022) Beyond Mum and Dad: Gendered Assumptions about Parenting and the Experiences of Trans and/or Non-Binary Parents in the UK. LGBTQ Fam 18(3): 223-240.",10.1080/27703371.2022.2083040,https://pmc.ncbi.nlm.nih.gov/articles/PMC9359002/,Trans and non-binary parents' experiences with gendered parenting assumptions,Motherhood: essential and exclusionary,"The way in which motherhood was perceived as an essential role in a child's life. This role was also deemed to be exclusive to certain parents, primarily birth parents, who were assumed to be cis women."
"Bower-Brown S (2022) Beyond Mum and Dad: Gendered Assumptions about Parenting and the Experiences of Trans and/or Non-Binary Parents in the UK. LGBTQ Fam 18(3): 223-240.",10.1080/27703371.2022.2083040,https://pmc.ncbi.nlm.nih.gov/articles/PMC9359002/,Trans and non-binary parents' experiences with gendered parenting assumptions,Fathers as uninvolved parents: negotiating fatherhood,"The expectation that non-birth biological parents were fathers, and that fathers were less involved as parents."
"Bower-Brown S (2022) Beyond Mum and Dad: Gendered Assumptions about Parenting and the Experiences of Trans and/or Non-Binary Parents in the UK. LGBTQ Fam 18(3): 223-240.",10.1080/27703371.2022.2083040,https://pmc.ncbi.nlm.nih.gov/articles/PMC9359002/,Trans and non-binary parents' experiences with gendered parenting assumptions,"Mum, Dad and nothing in between: parenting beyond the binary","Describes how parenting norms of mum and dad as being the only two, discrete identities impacted upon participants."
"Nolan MM, Blythe IM, Vincent-Ruz P (2025) The challenges of transgender and nonbinary graduate students in chemistry: A qualitative study on trans identity, science culture, and institutional support using reflexive thematic analysis. PLOS ONE 20(4): e0320493.",10.1371/journal.pone.0320493,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0320493,Trans chemistry doctoral students' barriers and experiences,I Just Hedged My Bets,"All the factors students took into account when choosing a graduate program and the difficulty of weighing their decisions including LGBTQ+ policies, geographic location, trans community presence, and healthcare access."
"Nolan MM, Blythe IM, Vincent-Ruz P (2025) The challenges of transgender and nonbinary graduate students in chemistry: A qualitative study on trans identity, science culture, and institutional support using reflexive thematic analysis. PLOS ONE 20(4): e0320493.",10.1371/journal.pone.0320493,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0320493,Trans chemistry doctoral students' barriers and experiences,I Feel I Live Two Lives,"The experience of participants navigating complicated negotiations regarding the presentation of their trans identities while applying to graduate school and acclimating to graduate programs."
"Walther L, Rayes D, Amann J, Flick U, Ta TMT, Hahn E, Bajbouj M (2021) Mental health and integration: A qualitative study on the struggles of recently arrived refugees in Germany. Frontiers in Public Health 9: 576481.",10.3389/fpubh.2021.576481,https://pmc.ncbi.nlm.nih.gov/articles/PMC8599120/,Refugee mental health and integration challenges in Germany,Impaired by Past and Present Events in the Homeland,"How mental health problems linked to pre-migration adverse experiences and worries about the homeland and family members left behind can result in overall functional impairment and impede activities key to integration."
"Walther L, Rayes D, Amann J, Flick U, Ta TMT, Hahn E, Bajbouj M (2021) Mental health and integration: A qualitative study on the struggles of recently arrived refugees in Germany. Frontiers in Public Health 9: 576481.",10.3389/fpubh.2021.576481,https://pmc.ncbi.nlm.nih.gov/articles/PMC8599120/,Refugee mental health and integration challenges in Germany,Weighed Down by Legal Status Uncertainty,"The asylum process is central to refugees' post-migration experience since it determines access to various institutions, freedoms, and the right to stay. This central legal process of integration is bound up with distress due to uncertainty and fear."
"Walther L, Rayes D, Amann J, Flick U, Ta TMT, Hahn E, Bajbouj M (2021) Mental health and integration: A qualitative study on the struggles of recently arrived refugees in Germany. Frontiers in Public Health 9: 576481.",10.3389/fpubh.2021.576481,https://pmc.ncbi.nlm.nih.gov/articles/PMC8599120/,Refugee mental health and integration challenges in Germany,Feeling Stuck and Thwarted: Mental Health Ramifications of Struggles With Structural Integration,"A large cluster of stressors and associated psychological problems centers around a perceived struggle with structural integration. Many participants expressed feeling unable to accomplish various aspects of structural integration."
"Walther L, Rayes D, Amann J, Flick U, Ta TMT, Hahn E, Bajbouj M (2021) Mental health and integration: A qualitative study on the struggles of recently arrived refugees in Germany. Frontiers in Public Health 9: 576481.",10.3389/fpubh.2021.576481,https://pmc.ncbi.nlm.nih.gov/articles/PMC8599120/,Refugee mental health and integration challenges in Germany,Overwhelmed With Fundamental Tasks in the Integration Process,"Fundamental daily tasks of integration include learning the host country language and navigating the administrative processes involved. While many participants spoke about the stress of struggling with these tasks, they appear to have the potential to become so overwhelming that they impact mental health."
"Walther L, Rayes D, Amann J, Flick U, Ta TMT, Hahn E, Bajbouj M (2021) Mental health and integration: A qualitative study on the struggles of recently arrived refugees in Germany. Frontiers in Public Health 9: 576481.",10.3389/fpubh.2021.576481,https://pmc.ncbi.nlm.nih.gov/articles/PMC8599120/,Refugee mental health and integration challenges in Germany,Social Disconnections With the Host Society and Fellow Refugee Communities,"This theme captures various forms of social disconnection, showing links between the social aspects of integration and mental health."
"Harrison ED, Hulme JA, Fox CL (2022) A thematic analysis of students' perceptions and experiences of bullying in UK higher education. European Journal of Psychology 18(1): 53-69.",10.5964/ejop.3669,https://pmc.ncbi.nlm.nih.gov/articles/PMC8895698/,UK university students' experiences and perceptions of bullying,Power imbalance,"Students reported that bullying happens between groups or where groups attack an individual based on social group membership and status and reputation in the social hierarchy."
"Harrison ED, Hulme JA, Fox CL (2022) A thematic analysis of students' perceptions and experiences of bullying in UK higher education. European Journal of Psychology 18(1): 53-69.",10.5964/ejop.3669,https://pmc.ncbi.nlm.nih.gov/articles/PMC8895698/,UK university students' experiences and perceptions of bullying,Objective of bullying,"Perpetrators bully for intentional and goal-directed purposes for social gain and personal gain."
