original,text,category,doi
The majority replied that they were afraid that the post-COVID-19 world would be significantly different and that relationships will never be the same.,Most respondents expressed fear that the world after COVID-19 would change significantly and that relationships would not remain the same.,same,10.1371/journal.pone.0252101
The majority replied that they were afraid that the post-COVID-19 world would be significantly different and that relationships will never be the same.,The majority indicated they feared that the post-COVID-19 environment would be notably different and that relationships would never return to their previous state.,same,10.1371/journal.pone.0252101
The majority replied that they were afraid that the post-COVID-19 world would be significantly different and that relationships will never be the same.,Most participants replied that they were afraid the post-COVID-19 world would differ greatly and that relationships would never be as before.,same,10.1371/journal.pone.0252101
The majority replied that they were afraid that the post-COVID-19 world would be significantly different and that relationships will never be the same.,The majority responded with concerns that the world after COVID-19 would be significantly altered and that relationships would never be the same again.,same,10.1371/journal.pone.0252101
The majority replied that they were afraid that the post-COVID-19 world would be significantly different and that relationships will never be the same.,Most people said they feared the post-COVID-19 world would be very different and that relationships would never regain their former nature.,same,10.1371/journal.pone.0252101
The majority replied that they were afraid that the post-COVID-19 world would be significantly different and that relationships will never be the same.,Most respondents expressed concern that the world after COVID-19 would change greatly and that their relationships might not return to what they once were.,close,10.1371/journal.pone.0252101
The majority replied that they were afraid that the post-COVID-19 world would be significantly different and that relationships will never be the same.,Many indicated they feared the post-pandemic era would be markedly different and that their connections with others would never remain the same.,close,10.1371/journal.pone.0252101
The majority replied that they were afraid that the post-COVID-19 world would be significantly different and that relationships will never be the same.,"The bulk of participants felt anxious that life after COVID-19 would be significantly altered, with relationships potentially never recovering their previous form.",close,10.1371/journal.pone.0252101
The majority replied that they were afraid that the post-COVID-19 world would be significantly different and that relationships will never be the same.,A large portion of those surveyed worried that the world following COVID-19 would be considerably different and that interpersonal relationships would not be restored to their former state.,close,10.1371/journal.pone.0252101
The majority replied that they were afraid that the post-COVID-19 world would be significantly different and that relationships will never be the same.,The majority conveyed apprehension that the post-COVID-19 environment would differ substantially and that their relationships would never be identical again.,close,10.1371/journal.pone.0252101
The majority replied that they were afraid that the post-COVID-19 world would be significantly different and that relationships will never be the same.,"Most respondents expressed concern that their social lives had already changed irreversibly due to the pandemic, even as society began to reopen.",diverging,10.1371/journal.pone.0252101
The majority replied that they were afraid that the post-COVID-19 world would be significantly different and that relationships will never be the same.,"Some participants highlighted the challenges of rebuilding social connections after prolonged isolation, suggesting a slow return to previous norms.",diverging,10.1371/journal.pone.0252101
The majority replied that they were afraid that the post-COVID-19 world would be significantly different and that relationships will never be the same.,"Several individuals noted that the pandemic shifted their priorities, making them question the value of certain relationships moving forward.",diverging,10.1371/journal.pone.0252101
The majority replied that they were afraid that the post-COVID-19 world would be significantly different and that relationships will never be the same.,"A number of people felt uncertain about future social interactions, focusing more on personal growth than on maintaining previous relationships.",diverging,10.1371/journal.pone.0252101
The majority replied that they were afraid that the post-COVID-19 world would be significantly different and that relationships will never be the same.,"Interviewees discussed adapting to new social behaviors post-pandemic, emphasizing individual changes rather than societal transformation.",diverging,10.1371/journal.pone.0252101
The majority replied that they were afraid that the post-COVID-19 world would be significantly different and that relationships will never be the same.,Many participants expressed concerns about climate change and its long-term impact on global ecosystems.,distant,10.1371/journal.pone.0252101
The majority replied that they were afraid that the post-COVID-19 world would be significantly different and that relationships will never be the same.,A large number of respondents believed that advancements in artificial intelligence would reshape the job market in the coming years.,distant,10.1371/journal.pone.0252101
The majority replied that they were afraid that the post-COVID-19 world would be significantly different and that relationships will never be the same.,Several individuals voiced their opinions on the importance of mental health awareness in contemporary society.,distant,10.1371/journal.pone.0252101
The majority replied that they were afraid that the post-COVID-19 world would be significantly different and that relationships will never be the same.,Participants frequently discussed how urban development influences cultural diversity and community life in cities.,distant,10.1371/journal.pone.0252101
The majority replied that they were afraid that the post-COVID-19 world would be significantly different and that relationships will never be the same.,Most respondents emphasized the need for improved education systems to prepare youth for future technological challenges.,distant,10.1371/journal.pone.0252101
The majority replied that they were afraid that the post-COVID-19 world would be significantly different and that relationships will never be the same.,The architectural design of medieval castles incorporated defensive features like moats and thick stone walls to withstand sieges.,unrelated,10.1371/journal.pone.0252101
The majority replied that they were afraid that the post-COVID-19 world would be significantly different and that relationships will never be the same.,Quantum computing promises to revolutionize data processing by utilizing quantum bits that can represent multiple states simultaneously.,unrelated,10.1371/journal.pone.0252101
The majority replied that they were afraid that the post-COVID-19 world would be significantly different and that relationships will never be the same.,"Photosynthesis in plants converts sunlight into chemical energy, sustaining the majority of life on Earth through oxygen production.",unrelated,10.1371/journal.pone.0252101
The majority replied that they were afraid that the post-COVID-19 world would be significantly different and that relationships will never be the same.,"Classical ballet performances emphasize precise body movements, grace, and storytelling through choreography and music.",unrelated,10.1371/journal.pone.0252101
The majority replied that they were afraid that the post-COVID-19 world would be significantly different and that relationships will never be the same.,Economic policies during the 20th century greatly influenced the development of international trade and globalization.,unrelated,10.1371/journal.pone.0252101
Almost all participants said that their illnesses and disabilities led to a range of practical issues that made social participation challenging.,Nearly every participant reported that their illnesses and disabilities caused various practical problems that complicated social participation.,same,10.1371/journal.pone.0116664
Almost all participants said that their illnesses and disabilities led to a range of practical issues that made social participation challenging.,Almost all of the participants indicated that their health conditions and disabilities resulted in several practical difficulties making social engagement challenging.,same,10.1371/journal.pone.0116664
Almost all participants said that their illnesses and disabilities led to a range of practical issues that made social participation challenging.,Most participants expressed that their diseases and disabilities brought about a variety of practical issues which made participating socially difficult.,same,10.1371/journal.pone.0116664
Almost all participants said that their illnesses and disabilities led to a range of practical issues that made social participation challenging.,"Almost all participants mentioned that due to their illnesses and disabilities, they faced multiple practical challenges that hindered social involvement.",same,10.1371/journal.pone.0116664
Almost all participants said that their illnesses and disabilities led to a range of practical issues that made social participation challenging.,Nearly all participants stated that their disabilities and illnesses produced a range of practical problems that made it hard to engage socially.,same,10.1371/journal.pone.0116664
Almost all participants said that their illnesses and disabilities led to a range of practical issues that made social participation challenging.,Nearly all participants reported that their health conditions and disabilities caused various practical problems that complicated engaging in social activities.,close,10.1371/journal.pone.0116664
Almost all participants said that their illnesses and disabilities led to a range of practical issues that made social participation challenging.,"Most participants indicated that their illnesses and disabilities resulted in several practical difficulties, which made it hard for them to take part socially.",close,10.1371/journal.pone.0116664
Almost all participants said that their illnesses and disabilities led to a range of practical issues that made social participation challenging.,The majority of participants expressed that living with their illnesses and disabilities brought about a variety of practical challenges affecting their social involvement.,close,10.1371/journal.pone.0116664
Almost all participants said that their illnesses and disabilities led to a range of practical issues that made social participation challenging.,Almost every participant mentioned that the practical issues arising from their illnesses and disabilities made social engagement difficult.,close,10.1371/journal.pone.0116664
Almost all participants said that their illnesses and disabilities led to a range of practical issues that made social participation challenging.,Participants largely agreed that their disabilities and illnesses created practical obstacles that hindered their ability to participate socially.,close,10.1371/journal.pone.0116664
Almost all participants said that their illnesses and disabilities led to a range of practical issues that made social participation challenging.,"Many participants emphasized the emotional impact of their illnesses, which affected their motivation to engage socially.",diverging,10.1371/journal.pone.0116664
Almost all participants said that their illnesses and disabilities led to a range of practical issues that made social participation challenging.,The study revealed that social stigma associated with disabilities sometimes hindered participants' opportunities for social interaction.,diverging,10.1371/journal.pone.0116664
Almost all participants said that their illnesses and disabilities led to a range of practical issues that made social participation challenging.,Participants often discussed how managing their health symptoms took precedence over maintaining social relationships.,diverging,10.1371/journal.pone.0116664
Almost all participants said that their illnesses and disabilities led to a range of practical issues that made social participation challenging.,A common finding was that access to transportation and mobility aids influenced the degree of social engagement more than the illnesses themselves.,diverging,10.1371/journal.pone.0116664
Almost all participants said that their illnesses and disabilities led to a range of practical issues that made social participation challenging.,"Some participants described how the unpredictable nature of their conditions disrupted daily routines, complicating social scheduling.",diverging,10.1371/journal.pone.0116664
Almost all participants said that their illnesses and disabilities led to a range of practical issues that made social participation challenging.,Many participants expressed frustration over the lack of accessible public transportation options in their communities.,distant,10.1371/journal.pone.0116664
Almost all participants said that their illnesses and disabilities led to a range of practical issues that made social participation challenging.,The study highlighted the importance of government policies in improving healthcare infrastructure for rural areas.,distant,10.1371/journal.pone.0116664
Almost all participants said that their illnesses and disabilities led to a range of practical issues that made social participation challenging.,Participants often discussed how technological advances have changed the way people communicate in social settings.,distant,10.1371/journal.pone.0116664
Almost all participants said that their illnesses and disabilities led to a range of practical issues that made social participation challenging.,Several respondents noted that economic factors significantly influenced their ability to access education and training programs.,distant,10.1371/journal.pone.0116664
Almost all participants said that their illnesses and disabilities led to a range of practical issues that made social participation challenging.,The research revealed varied cultural attitudes toward work-life balance among different demographic groups.,distant,10.1371/journal.pone.0116664
Almost all participants said that their illnesses and disabilities led to a range of practical issues that made social participation challenging.,The architecture of ancient temples often reflects the religious beliefs and cultural values of the societies that built them.,unrelated,10.1371/journal.pone.0116664
Almost all participants said that their illnesses and disabilities led to a range of practical issues that made social participation challenging.,Quantum computing explores the use of quantum-mechanical phenomena to perform operations on data.,unrelated,10.1371/journal.pone.0116664
Almost all participants said that their illnesses and disabilities led to a range of practical issues that made social participation challenging.,Economic theories about inflation often examine the relationship between money supply and price levels.,unrelated,10.1371/journal.pone.0116664
Almost all participants said that their illnesses and disabilities led to a range of practical issues that made social participation challenging.,The migration patterns of monarch butterflies involve complex navigational skills across continents.,unrelated,10.1371/journal.pone.0116664
Almost all participants said that their illnesses and disabilities led to a range of practical issues that made social participation challenging.,Modern jazz music incorporates improvisation and a blend of various musical styles.,unrelated,10.1371/journal.pone.0116664
Around two thirds of participants related their low interaction levels to the absence of old friends and neighbours who had died.,Approximately two thirds of participants attributed their reduced interaction levels to the loss of old friends and neighbours who had passed away.,same,10.1371/journal.pone.0116664
Around two thirds of participants related their low interaction levels to the absence of old friends and neighbours who had died.,About two thirds of participants connected their low levels of social interaction to the absence caused by the death of long-time friends and neighbours.,same,10.1371/journal.pone.0116664
Around two thirds of participants related their low interaction levels to the absence of old friends and neighbours who had died.,Nearly two thirds of participants reported that their low interaction was related to the death of old friends and neighbours who were no longer present.,same,10.1371/journal.pone.0116664
Around two thirds of participants related their low interaction levels to the absence of old friends and neighbours who had died.,Around two thirds of participants linked the reduction in their social interactions to the passing of old friends and neighbours.,same,10.1371/journal.pone.0116664
Around two thirds of participants related their low interaction levels to the absence of old friends and neighbours who had died.,Two thirds of participants related their diminished social interaction levels to the absence of old friends and neighbours who had died.,same,10.1371/journal.pone.0116664
Around two thirds of participants related their low interaction levels to the absence of old friends and neighbours who had died.,Approximately two thirds of participants connected their reduced social interactions to the loss of longtime friends and neighbours who had passed away.,close,10.1371/journal.pone.0116664
Around two thirds of participants related their low interaction levels to the absence of old friends and neighbours who had died.,About sixty-six percent of participants attributed their decreased levels of interaction to the death of their old friends and neighbours.,close,10.1371/journal.pone.0116664
Around two thirds of participants related their low interaction levels to the absence of old friends and neighbours who had died.,Two thirds of participants expressed that their low engagement with others was due to the passing of familiar friends and neighbours.,close,10.1371/journal.pone.0116664
Around two thirds of participants related their low interaction levels to the absence of old friends and neighbours who had died.,"Many participants, roughly two thirds, linked their limited social contact to the absence caused by the deaths of their old friends and neighbours.",close,10.1371/journal.pone.0116664
Around two thirds of participants related their low interaction levels to the absence of old friends and neighbours who had died.,"The majority of participants, around two thirds, saw their lowered frequency of interaction as a result of losing friends and neighbours who had died.",close,10.1371/journal.pone.0116664
Around two thirds of participants related their low interaction levels to the absence of old friends and neighbours who had died.,Many participants reported decreased social interactions due to moving to new areas rather than the loss of previous acquaintances.,diverging,10.1371/journal.pone.0116664
Around two thirds of participants related their low interaction levels to the absence of old friends and neighbours who had died.,A significant number of participants emphasized that their low interaction was more about personal choice than external social losses.,diverging,10.1371/journal.pone.0116664
Around two thirds of participants related their low interaction levels to the absence of old friends and neighbours who had died.,"Some participants focused on the challenges of making new friends, which impacted their overall social engagement, beyond any losses experienced.",diverging,10.1371/journal.pone.0116664
Around two thirds of participants related their low interaction levels to the absence of old friends and neighbours who had died.,"Participants discussed that feelings of isolation stemmed from health issues limiting socializing opportunities, not solely from the death of friends or neighbors.",diverging,10.1371/journal.pone.0116664
Around two thirds of participants related their low interaction levels to the absence of old friends and neighbours who had died.,"Several participants highlighted that changes in lifestyle and mobility were major factors contributing to reduced social contact, overshadowing the impact of losing old friends.",diverging,10.1371/journal.pone.0116664
Around two thirds of participants related their low interaction levels to the absence of old friends and neighbours who had died.,Many participants noted that community centers played a crucial role in facilitating social interactions among different age groups.,distant,10.1371/journal.pone.0116664
Around two thirds of participants related their low interaction levels to the absence of old friends and neighbours who had died.,The study revealed that public transportation accessibility greatly influenced the daily mobility of urban residents.,distant,10.1371/journal.pone.0116664
Around two thirds of participants related their low interaction levels to the absence of old friends and neighbours who had died.,Participants discussed how local environmental policies impacted their decisions to engage in outdoor recreational activities.,distant,10.1371/journal.pone.0116664
Around two thirds of participants related their low interaction levels to the absence of old friends and neighbours who had died.,Several individuals highlighted the importance of digital literacy training in enhancing communication with family members abroad.,distant,10.1371/journal.pone.0116664
Around two thirds of participants related their low interaction levels to the absence of old friends and neighbours who had died.,Research emphasized the challenges faced by immigrants in integrating into new social networks within metropolitan areas.,distant,10.1371/journal.pone.0116664
Around two thirds of participants related their low interaction levels to the absence of old friends and neighbours who had died.,The study focused on the migratory patterns of birds in northern regions during winter months.,unrelated,10.1371/journal.pone.0116664
Around two thirds of participants related their low interaction levels to the absence of old friends and neighbours who had died.,Advancements in renewable energy technologies have led to significant reductions in carbon emissions worldwide.,unrelated,10.1371/journal.pone.0116664
Around two thirds of participants related their low interaction levels to the absence of old friends and neighbours who had died.,Quantum computing promises to revolutionize data processing through principles of superposition and entanglement.,unrelated,10.1371/journal.pone.0116664
Around two thirds of participants related their low interaction levels to the absence of old friends and neighbours who had died.,Ancient pottery styles reveal much about the cultural practices of early civilizations in Mesopotamia.,unrelated,10.1371/journal.pone.0116664
Around two thirds of participants related their low interaction levels to the absence of old friends and neighbours who had died.,The mathematical proof for Fermat's Last Theorem was a landmark achievement in number theory.,unrelated,10.1371/journal.pone.0116664
"Around half of the participants, and particularly women, feared various forms of rejection by social groups.","Approximately half of the participants, especially women, feared different types of rejection from social groups.",same,10.1371/journal.pone.0116664
"Around half of the participants, and particularly women, feared various forms of rejection by social groups.","Close to fifty percent of the participants, notably women, experienced fears of various social group rejections.",same,10.1371/journal.pone.0116664
"Around half of the participants, and particularly women, feared various forms of rejection by social groups.","Around fifty percent of those involved, particularly women, were concerned about facing different forms of social rejection.",same,10.1371/journal.pone.0116664
"Around half of the participants, and particularly women, feared various forms of rejection by social groups.","Nearly half of the participants, with a particular emphasis on women, were afraid of various social group rejections.",same,10.1371/journal.pone.0116664
"Around half of the participants, and particularly women, feared various forms of rejection by social groups.","About half of the participants, especially the women, feared multiple forms of rejection by social groups.",same,10.1371/journal.pone.0116664
"Around half of the participants, and particularly women, feared various forms of rejection by social groups.","Approximately fifty percent of the participants, especially women, were concerned about facing different types of rejection from social circles.",close,10.1371/journal.pone.0116664
"Around half of the participants, and particularly women, feared various forms of rejection by social groups.","Many participants, with women being especially affected, experienced fear of rejection from various social groups.",close,10.1371/journal.pone.0116664
"Around half of the participants, and particularly women, feared various forms of rejection by social groups.","Nearly half of those involved, notably women, expressed anxiety about being rejected by different social groups.",close,10.1371/journal.pone.0116664
"Around half of the participants, and particularly women, feared various forms of rejection by social groups.","Around half the people in the study, particularly females, worried about potential rejection within social networks.",close,10.1371/journal.pone.0116664
"Around half of the participants, and particularly women, feared various forms of rejection by social groups.","About half the participants, especially the women, felt apprehensive about facing rejection from several social groups.",close,10.1371/journal.pone.0116664
"Around half of the participants, and particularly women, feared various forms of rejection by social groups.","Many participants experienced concerns about social exclusion, especially highlighting the different ways this occurred across genders.",diverging,10.1371/journal.pone.0116664
"Around half of the participants, and particularly women, feared various forms of rejection by social groups.","Although some participants worried about acceptance, others focused more on maintaining existing relationships rather than fearing rejection.",diverging,10.1371/journal.pone.0116664
"Around half of the participants, and particularly women, feared various forms of rejection by social groups.","Certain participants discussed the impact of social isolation more than direct rejection, emphasizing emotional withdrawal.",diverging,10.1371/journal.pone.0116664
"Around half of the participants, and particularly women, feared various forms of rejection by social groups.","Concerns about rejection were less prominent for men, who instead highlighted challenges in asserting their social identity.",diverging,10.1371/journal.pone.0116664
"Around half of the participants, and particularly women, feared various forms of rejection by social groups.",Participants noted that fears of social rejection were intertwined with personal insecurities and varying social expectations.,diverging,10.1371/journal.pone.0116664
"Around half of the participants, and particularly women, feared various forms of rejection by social groups.",Many individuals reported challenges with maintaining physical activity routines due to fluctuating energy levels.,distant,10.1371/journal.pone.0116664
"Around half of the participants, and particularly women, feared various forms of rejection by social groups.",Support from healthcare professionals was often seen as inconsistent when addressing the emotional impact of chronic illness.,distant,10.1371/journal.pone.0116664
"Around half of the participants, and particularly women, feared various forms of rejection by social groups.",Several participants noted that digital health tools helped them monitor symptoms but did not fully address social needs.,distant,10.1371/journal.pone.0116664
"Around half of the participants, and particularly women, feared various forms of rejection by social groups.",The study highlighted systemic barriers within healthcare that affect access to mental health resources for patients.,distant,10.1371/journal.pone.0116664
"Around half of the participants, and particularly women, feared various forms of rejection by social groups.",Community outreach programs varied in effectiveness regarding patient education about managing long-term conditions.,distant,10.1371/journal.pone.0116664
"Around half of the participants, and particularly women, feared various forms of rejection by social groups.",The geological formations in the region are primarily composed of sedimentary rocks dating back to the Jurassic period.,unrelated,10.1371/journal.pone.0116664
"Around half of the participants, and particularly women, feared various forms of rejection by social groups.",Advancements in quantum computing rely heavily on maintaining qubit coherence for longer durations.,unrelated,10.1371/journal.pone.0116664
"Around half of the participants, and particularly women, feared various forms of rejection by social groups.","Mediterranean cuisine often features ingredients like olive oil, fresh herbs, and seafood, emphasizing healthy eating habits.",unrelated,10.1371/journal.pone.0116664
"Around half of the participants, and particularly women, feared various forms of rejection by social groups.","Classical ballet requires rigorous training in posture, balance, and fluidity of movement to achieve artistic expression.",unrelated,10.1371/journal.pone.0116664
"Around half of the participants, and particularly women, feared various forms of rejection by social groups.",The encryption protocols utilized in modern communications ensure data security and privacy over the internet.,unrelated,10.1371/journal.pone.0116664
Almost all participants emphasised independence as a valued and honourable aspect of their identities.,Nearly all participants highlighted independence as a respected and important part of their identities.,same,10.1371/journal.pone.0116664
Almost all participants emphasised independence as a valued and honourable aspect of their identities.,Independence was stressed by almost all participants as a cherished and honorable element of their identities.,same,10.1371/journal.pone.0116664
Almost all participants emphasised independence as a valued and honourable aspect of their identities.,Most participants underscored independence as a significant and esteemed aspect of who they are.,same,10.1371/journal.pone.0116664
Almost all participants emphasised independence as a valued and honourable aspect of their identities.,Almost every participant emphasized independence as a valued and dignified component of their identities.,same,10.1371/journal.pone.0116664
Almost all participants emphasised independence as a valued and honourable aspect of their identities.,Independence was regarded by nearly all participants as a treasured and honorable facet of their identities.,same,10.1371/journal.pone.0116664
Almost all participants emphasised independence as a valued and honourable aspect of their identities.,Independence was highlighted by nearly all participants as an important and respected part of their sense of self.,close,10.1371/journal.pone.0116664
Almost all participants emphasised independence as a valued and honourable aspect of their identities.,Most participants regarded independence as a cherished and esteemed element of who they are.,close,10.1371/journal.pone.0116664
Almost all participants emphasised independence as a valued and honourable aspect of their identities.,"For almost all participants, valuing independence was a significant and honorable component of their identity.",close,10.1371/journal.pone.0116664
Almost all participants emphasised independence as a valued and honourable aspect of their identities.,Nearly every participant viewed independence as a prized and dignified facet of their personal identity.,close,10.1371/journal.pone.0116664
Almost all participants emphasised independence as a valued and honourable aspect of their identities.,Independence featured prominently among participants as a respected and meaningful aspect of their self-concept.,close,10.1371/journal.pone.0116664
Almost all participants emphasised independence as a valued and honourable aspect of their identities.,Many participants highlighted the importance of building supportive relationships to enhance their sense of self.,diverging,10.1371/journal.pone.0116664
Almost all participants emphasised independence as a valued and honourable aspect of their identities.,A common theme was the challenge participants faced in balancing personal autonomy with the need for assistance.,diverging,10.1371/journal.pone.0116664
Almost all participants emphasised independence as a valued and honourable aspect of their identities.,Several individuals discussed how their identities were shaped by community involvement rather than solely by independence.,diverging,10.1371/journal.pone.0116664
Almost all participants emphasised independence as a valued and honourable aspect of their identities.,Participants reflected on the role that dependence on others played in their daily lives and how it influenced their self-perception.,diverging,10.1371/journal.pone.0116664
Almost all participants emphasised independence as a valued and honourable aspect of their identities.,The study revealed a focus on adapting to limitations and redefining personal worth beyond independent functioning.,diverging,10.1371/journal.pone.0116664
Almost all participants emphasised independence as a valued and honourable aspect of their identities.,Caregivers often expressed challenges in balancing their responsibilities with personal well-being.,distant,10.1371/journal.pone.0116664
Almost all participants emphasised independence as a valued and honourable aspect of their identities.,Social support networks played a crucial role in coping with chronic health conditions.,distant,10.1371/journal.pone.0116664
Almost all participants emphasised independence as a valued and honourable aspect of their identities.,Employment instability was frequently reported as a significant source of stress among participants.,distant,10.1371/journal.pone.0116664
Almost all participants emphasised independence as a valued and honourable aspect of their identities.,Access to healthcare services varied widely depending on geographic location and socioeconomic status.,distant,10.1371/journal.pone.0116664
Almost all participants emphasised independence as a valued and honourable aspect of their identities.,Mental health stigma affected participants' willingness to seek professional assistance.,distant,10.1371/journal.pone.0116664
Almost all participants emphasised independence as a valued and honourable aspect of their identities.,The painting techniques of the Renaissance period reflected a deep interest in light and perspective.,unrelated,10.1371/journal.pone.0116664
Almost all participants emphasised independence as a valued and honourable aspect of their identities.,Quantum computing could revolutionize data processing by using quantum bits instead of traditional bits.,unrelated,10.1371/journal.pone.0116664
Almost all participants emphasised independence as a valued and honourable aspect of their identities.,"Mountain ecosystems depend heavily on altitude, temperature, and moisture gradients to sustain diverse flora and fauna.",unrelated,10.1371/journal.pone.0116664
Almost all participants emphasised independence as a valued and honourable aspect of their identities.,Shakespeare's influence on modern English language and literature remains unparalleled after centuries.,unrelated,10.1371/journal.pone.0116664
Almost all participants emphasised independence as a valued and honourable aspect of their identities.,The economic impact of renewable energy adoption varies greatly depending on regional policies and infrastructure.,unrelated,10.1371/journal.pone.0116664
Around two thirds of participants characterised old people in very negative terms.,Approximately two thirds of participants described elderly people in highly negative terms.,same,10.1371/journal.pone.0116664
Around two thirds of participants characterised old people in very negative terms.,Around 66% of participants portrayed old people in very unfavorable terms.,same,10.1371/journal.pone.0116664
Around two thirds of participants characterised old people in very negative terms.,Two thirds of the participants characterized elderly individuals in a strongly negative way.,same,10.1371/journal.pone.0116664
Around two thirds of participants characterised old people in very negative terms.,About two thirds of participants depicted old people using very negative language.,same,10.1371/journal.pone.0116664
Around two thirds of participants characterised old people in very negative terms.,Nearly two thirds of participants expressed very negative characterizations of old people.,same,10.1371/journal.pone.0116664
Around two thirds of participants characterised old people in very negative terms.,Approximately two thirds of respondents described elderly individuals in largely unfavorable ways.,close,10.1371/journal.pone.0116664
Around two thirds of participants characterised old people in very negative terms.,Nearly two thirds of those interviewed depicted older adults with predominantly negative descriptions.,close,10.1371/journal.pone.0116664
Around two thirds of participants characterised old people in very negative terms.,Close to two thirds of participants portrayed senior citizens in terms that were generally critical.,close,10.1371/journal.pone.0116664
Around two thirds of participants characterised old people in very negative terms.,About two thirds of the people surveyed expressed very negative views of elderly people.,close,10.1371/journal.pone.0116664
Around two thirds of participants characterised old people in very negative terms.,Two thirds of the participants tended to represent older people using mostly negative language.,close,10.1371/journal.pone.0116664
Around two thirds of participants characterised old people in very negative terms.,"Some participants expressed mixed feelings about older adults, sometimes praising their wisdom but also noting challenges.",diverging,10.1371/journal.pone.0116664
Around two thirds of participants characterised old people in very negative terms.,"A portion of respondents focused on the positive contributions of elderly people, highlighting their experience rather than negative traits.",diverging,10.1371/journal.pone.0116664
Around two thirds of participants characterised old people in very negative terms.,"Rather than emphasizing old people negatively, several participants discussed societal attitudes and stereotypes surrounding aging.",diverging,10.1371/journal.pone.0116664
Around two thirds of participants characterised old people in very negative terms.,"Participants acknowledged complexities in perceptions of older individuals, with some stressing respect and others noting generational gaps.",diverging,10.1371/journal.pone.0116664
Around two thirds of participants characterised old people in very negative terms.,"The study revealed varied views among participants; while some were critical, others recognized the value of elderly community members.",diverging,10.1371/journal.pone.0116664
Around two thirds of participants characterised old people in very negative terms.,Many respondents discussed challenges they faced in adapting to new technology in the workplace.,distant,10.1371/journal.pone.0116664
Around two thirds of participants characterised old people in very negative terms.,The study explored how cultural backgrounds influence dietary choices among young adults.,distant,10.1371/journal.pone.0116664
Around two thirds of participants characterised old people in very negative terms.,Participants highlighted the importance of social support networks in managing mental health conditions.,distant,10.1371/journal.pone.0116664
Around two thirds of participants characterised old people in very negative terms.,Research focused on the impact of urban green spaces on community well-being and social cohesion.,distant,10.1371/journal.pone.0116664
Around two thirds of participants characterised old people in very negative terms.,Several interviewees expressed concerns about environmental sustainability and pollution control.,distant,10.1371/journal.pone.0116664
Around two thirds of participants characterised old people in very negative terms.,Quantum entanglement challenges classical notions of local realism in physics.,unrelated,10.1371/journal.pone.0116664
Around two thirds of participants characterised old people in very negative terms.,"The Renaissance period was marked by a flourishing of art, science, and literature across Europe.",unrelated,10.1371/journal.pone.0116664
Around two thirds of participants characterised old people in very negative terms.,Advancements in artificial intelligence are transforming natural language processing tasks.,unrelated,10.1371/journal.pone.0116664
Around two thirds of participants characterised old people in very negative terms.,Photosynthesis in plants involves converting light energy into chemical energy within chloroplasts.,unrelated,10.1371/journal.pone.0116664
Around two thirds of participants characterised old people in very negative terms.,The political landscape of ancient Rome was shaped by the struggle between patricians and plebeians.,unrelated,10.1371/journal.pone.0116664
"Participants described processes in which they discovered that their addiction was connected to all other aspects of their life, not just their drug use.","Participants described processes through which they realized that their addiction was linked to all other facets of their life, not merely their drug use.",same,10.1177/10497323231174161
"Participants described processes in which they discovered that their addiction was connected to all other aspects of their life, not just their drug use.","Participants explained how they discovered that their addiction related to every other part of their life, beyond just their drug consumption.",same,10.1177/10497323231174161
"Participants described processes in which they discovered that their addiction was connected to all other aspects of their life, not just their drug use.","Participants recounted experiences of recognizing that their addiction was intertwined with all areas of their life, not only their drug use.",same,10.1177/10497323231174161
"Participants described processes in which they discovered that their addiction was connected to all other aspects of their life, not just their drug use.","Participants discussed processes where they understood their addiction affected all elements of their life, not solely their drug use.",same,10.1177/10497323231174161
"Participants described processes in which they discovered that their addiction was connected to all other aspects of their life, not just their drug use.","Participants shared how they came to see that their addiction connected to every other aspect of their life, not just to drug use.",same,10.1177/10497323231174161
"Participants described processes in which they discovered that their addiction was connected to all other aspects of their life, not just their drug use.",Participants explained how they came to realize their addiction was intertwined with various parts of their life beyond only their drug consumption.,close,10.1177/10497323231174161
"Participants described processes in which they discovered that their addiction was connected to all other aspects of their life, not just their drug use.","The participants shared experiences of recognizing that their addiction affected many facets of their lives, not solely their substance use.",close,10.1177/10497323231174161
"Participants described processes in which they discovered that their addiction was connected to all other aspects of their life, not just their drug use.","Participants reflected on discovering that their addiction influenced a broad range of life areas, extending beyond just drug use.",close,10.1177/10497323231174161
"Participants described processes in which they discovered that their addiction was connected to all other aspects of their life, not just their drug use.",They described becoming aware that their addiction was linked to multiple life domains and not limited to drug habits alone.,close,10.1177/10497323231174161
